process	tag	realtime	%cpu	%mem	rss	peak_rss	peak_vmem	duration	memory
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5-fold_2-diablo-null	3.7s	71.8%	0.1%	246.6 MB	246.6 MB	538.3 MB	11.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5-fold_3	2.8s	72.4%	0.1%	202.1 MB	202.1 MB	301.8 MB	9.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_2	21.5s	479.1%	0.4%	693.7 MB	693.7 MB	1.9 GB	1m 15s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5-fold_5	3.1s	69.3%	0.1%	206.5 MB	206.5 MB	370.2 MB	36.7s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5-fold_1-diablo-null	4.1s	72.0%	0.1%	204.8 MB	204.8 MB	307.6 MB	34.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	rosmap-fold_3-diablo-full	4s	73.8%	0.1%	244.7 MB	244.7 MB	538.4 MB	32s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	rosmap-fold_1-sgcca	4.4s	77.4%	0.1%	221.8 MB	221.8 MB	318.3 MB	29.6s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	rosmap-fold_1-rgcca	4.3s	76.9%	0.1%	221.6 MB	221.6 MB	319.1 MB	27.2s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5-fold_2	2.8s	72.9%	0.1%	201.7 MB	201.7 MB	301.8 MB	24.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5-fold_4	2.7s	73.5%	0.1%	202.1 MB	202.1 MB	301.8 MB	22.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	rosmap-fold_3-diablo-null	3.7s	76.4%	0.1%	243.1 MB	243.1 MB	410.2 MB	20.1s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	rosmap-fold_2-rgcca	4.4s	76.9%	0.1%	223.4 MB	223.4 MB	319.1 MB	17.7s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	rosmap-fold_5-diablo-full	4.2s	72.5%	0.1%	241.5 MB	241.5 MB	344.3 MB	45.2s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	rosmap-fold_3-rgcca	5.1s	74.3%	0.1%	220 MB	220 MB	318.3 MB	42.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	rosmap-fold_1-diablo-full	4s	73.2%	0.1%	246.6 MB	246.6 MB	538.4 MB	40.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_2-sgcca	4.5s	76.2%	0.1%	223.5 MB	223.5 MB	319.2 MB	38s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_5-rgcca	4.4s	77.3%	0.1%	221.5 MB	221.5 MB	319.1 MB	35.6s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_2-rgcca	4.4s	76.3%	0.1%	223.4 MB	223.4 MB	319.1 MB	33s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_5-sgcca	4.3s	77.2%	0.1%	223.4 MB	223.4 MB	319.2 MB	30.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0-fold_4-rgcca	4.4s	77.1%	0.1%	223.6 MB	223.6 MB	319.1 MB	28.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	GSE71669-fold_3	7.9s	81.8%	0.2%	433.9 MB	433.9 MB	562.4 MB	26s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	GSE71669-fold_2	8s	81.8%	0.3%	484.2 MB	484.2 MB	676.1 MB	23.7s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	GSE71669-fold_4	7.9s	82.1%	0.2%	439 MB	439 MB	562.7 MB	21.3s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	GSE71669-fold_3-rgcca	4.6s	75.7%	0.1%	248.7 MB	248.7 MB	408.7 MB	18.9s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	GSE71669-fold_2-sgcca	5.3s	75.0%	0.2%	306 MB	306 MB	593.4 MB	16.5s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	GSE71669-fold_2-rgcca	5.2s	74.7%	0.1%	223.7 MB	223.7 MB	319.3 MB	14.1s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	GSE71669-fold_4-rgcca	4.6s	75.9%	0.1%	221.5 MB	221.5 MB	319.1 MB	11.7s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	GSE71669-fold_4-sgcca	4.6s	75.3%	0.1%	223.5 MB	223.5 MB	319.2 MB	9.3s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1	6m 9s	455.0%	0.5%	926.6 MB	926.6 MB	2.1 GB	6m 34s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3	6m 8s	453.8%	0.5%	902.7 MB	920.9 MB	2.1 GB	6m 30s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_4	6m 9s	461.3%	0.5%	903.9 MB	925.1 MB	2.1 GB	6m 27s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_5	6m 11s	458.0%	0.5%	907.7 MB	922.8 MB	2.1 GB	6m 25s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_3-rgcca	5.2s	74.4%	0.1%	223.5 MB	223.5 MB	319.1 MB	36.9s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_3-sgcca	5.1s	73.9%	0.1%	221.9 MB	221.9 MB	319.7 MB	34.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_4-sgcca	4.5s	76.4%	0.1%	221.5 MB	221.5 MB	319.1 MB	32.1s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_2-diablo-null	3.8s	69.9%	0.1%	241.5 MB	241.5 MB	344.2 MB	29.7s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0-fold_4	2.8s	72.7%	0.1%	201.8 MB	201.8 MB	301.8 MB	27.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_1-diablo-full	3.6s	72.3%	0.1%	246.6 MB	246.6 MB	538.3 MB	25s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_1-diablo-null	3.6s	73.0%	0.1%	244.8 MB	246.7 MB	538.3 MB	22.6s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_5-diablo-full	3.6s	71.6%	0.1%	246.6 MB	246.6 MB	538.3 MB	20.2s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_1-sgcca	4.4s	76.9%	0.1%	223.4 MB	223.4 MB	319.1 MB	17.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_5	9m 1s	472.1%	0.5%	980 MB	996.2 MB	2.2 GB	9m 9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_2	6m 32s	456.4%	0.5%	911.6 MB	919.9 MB	2.1 GB	7m 2s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_4-diablo-null	4.4s	69.3%	0.1%	242.9 MB	244.8 MB	538.3 MB	45.2s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1-fold_4-rgcca	5.1s	73.9%	0.1%	223.7 MB	223.7 MB	319.7 MB	42.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1-fold_2-sgcca	4.4s	76.9%	0.1%	223.6 MB	223.6 MB	319.2 MB	40.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1-fold_4-sgcca	4.5s	75.4%	0.1%	248.8 MB	248.8 MB	408.5 MB	38s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	GSE71669-fold_4	3.1s	73.0%	0.1%	201.1 MB	201.1 MB	300.2 MB	35.6s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_1	3.9s	56.1%	0.1%	205 MB	205 MB	369 MB	33.3s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_3	2.9s	74.0%	0.1%	201.1 MB	201.1 MB	300.1 MB	30.9s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1-fold_5-rgcca	4.6s	76.1%	0.1%	248.5 MB	248.5 MB	408.3 MB	28.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_5	2.8s	72.2%	0.1%	202 MB	202 MB	301.8 MB	26.1s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_5	2.8s	72.8%	0.1%	201.6 MB	201.6 MB	301.8 MB	23.7s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_3	2.7s	72.7%	0.1%	202.1 MB	202.1 MB	301.8 MB	21.3s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_3	7.5s	83.1%	0.2%	437.8 MB	437.8 MB	562.6 MB	18.9s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0-fold_1-rgcca	4.5s	76.2%	0.1%	223.4 MB	223.4 MB	319.2 MB	11.7s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0-fold_4-sgcca	4.5s	77.1%	0.1%	223.6 MB	223.6 MB	319.1 MB	9.3s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_TRAIN	sim-data_strategy-mvn_n-100_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_2	9m 22s	467.9%	0.5%	979.7 MB	990.1 MB	2.2 GB	9m 42s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_1	8.5s	80.7%	0.2%	463.3 MB	463.3 MB	655.3 MB	46.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:MOFA:MOFA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_4	8.8s	81.0%	0.2%	442.5 MB	442.5 MB	569.7 MB	44s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0-fold_1	5.1s	53.1%	0.4%	721.4 MB	721.4 MB	8.4 GB	36.8s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0-fold_5	5.2s	54.6%	0.4%	756.2 MB	756.2 MB	8.5 GB	34.3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	rosmap-fold_4-diablo-null	4.2s	72.2%	0.1%	241.5 MB	241.5 MB	344.2 MB	32s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	rosmap-fold_5-diablo-null	4.6s	71.7%	0.1%	244.8 MB	244.8 MB	538.3 MB	29.6s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0-fold_2	5.1s	54.3%	0.4%	731.6 MB	731.6 MB	8.4 GB	27.1s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_5	5.1s	54.6%	0.4%	715.9 MB	715.9 MB	8.4 GB	24.9s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_2	5.2s	54.4%	0.4%	699.2 MB	699.2 MB	8.4 GB	22.5s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_3	5.1s	53.9%	0.4%	717.7 MB	717.7 MB	8.4 GB	20.1s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_1	5s	53.3%	0.4%	733.3 MB	733.3 MB	8.4 GB	17.7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	rosmap-fold_4-rgcca	4.9s	74.9%	0.1%	243.3 MB	243.3 MB	405.1 MB	45.2s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	rosmap-fold_2-diablo-null	4.6s	70.7%	0.1%	244.8 MB	244.8 MB	538.3 MB	42.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	rosmap-fold_4	3s	68.8%	0.1%	207.3 MB	207.3 MB	371 MB	40.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-intersim_n-50_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_4	5s	53.8%	0.4%	715.5 MB	715.5 MB	8.4 GB	38s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_2	5.1s	54.0%	0.4%	718.1 MB	718.1 MB	8.4 GB	35.6s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_1	5.1s	53.9%	0.4%	745.1 MB	745.1 MB	8.5 GB	33.3s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0-fold_3	2.9s	70.6%	0.1%	201.6 MB	201.6 MB	301.8 MB	30.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_3	5.3s	54.0%	0.4%	695.6 MB	695.6 MB	8.4 GB	28.7s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_PYTHON:MOGONET:MOGONET_PREDICT	sim-data_strategy-mvn_n-500_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7-fold_4	5.2s	54.3%	0.4%	700.4 MB	700.4 MB	8.4 GB	26.4s	16 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:COOPERATIVE_LEARNING:COOPERATIVE_LEARNING_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0-fold_1	2.8s	72.1%	0.1%	201.6 MB	201.6 MB	301.8 MB	24s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_2-diablo-full	3.7s	71.7%	0.1%	244.8 MB	244.8 MB	538.3 MB	21.6s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_3-diablo-null	3.7s	72.2%	0.1%	244.6 MB	244.6 MB	538.3 MB	19.2s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5-fold_3-diablo-full	3.6s	72.3%	0.1%	246.6 MB	246.6 MB	538.3 MB	16.8s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:RGCCA:RGCCA_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1-fold_4-rgcca	4.7s	74.6%	0.1%	248.4 MB	248.4 MB	408.3 MB	14.4s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1-fold_2-diablo-null	4.2s	69.3%	0.1%	204.4 MB	204.4 MB	307.1 MB	12s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1-fold_1-diablo-full	3.7s	70.3%	0.1%	246.6 MB	246.6 MB	538.3 MB	9.7s	6 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:FEATURE_SELECTION:MOGONET_SELECT_FEATURE	tcga-kipan	20m 6s	99.3%	0.5%	1008.9 MB	1018 MB	10.1 GB	56m 54s	72 GB
NFCORE_MESSI_BENCHMARK:MESSI_BENCHMARK:CROSS_VALIDATION:CV_R:DIABLO:DIABLO_PREDICT	sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1-fold_3-diablo-full	4s	72.9%	0.1%	243.2 MB	243.2 MB	410.2 MB	36.8s	6 GB
