method_name,dataset,fold,accuracy,balanced_accuracy,precision,average_precision_score,recall,f1_score,auc,log_loss,phi_coefficient
rgcca,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.71,0.709,0.717,0.643,0.673,0.695,0.747,10.453,0.42
rgcca,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.61,0.61,0.604,0.558,0.592,0.598,0.671,14.057,0.219
rgcca,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.53,0.53,0.519,0.506,0.551,0.535,0.635,16.941,0.061
rgcca,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.62,0.619,0.617,0.565,0.592,0.604,0.641,13.697,0.239
rgcca,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.56,0.558,0.585,0.562,0.585,0.585,0.589,15.859,0.117
rgcca,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.56,0.554,0.574,0.559,0.66,0.614,0.532,15.859,0.11
rgcca,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.68,0.678,0.679,0.636,0.731,0.704,0.74,11.534,0.358
rgcca,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.56,0.554,0.561,0.549,0.712,0.627,0.558,15.859,0.113
rgcca,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.65,0.651,0.681,0.619,0.615,0.646,0.694,12.615,0.303
rgcca,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.68,0.679,0.667,0.604,0.667,0.667,0.753,11.534,0.359
rgcca,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.71,0.707,0.705,0.625,0.66,0.681,0.755,10.453,0.417
rgcca,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.66,0.653,0.676,0.579,0.532,0.595,0.777,12.255,0.316
rgcca,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.69,0.692,0.654,0.603,0.723,0.687,0.717,11.174,0.383
rgcca,sim-data_strategy-mvn_n-500_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.71,0.71,0.688,0.623,0.702,0.695,0.787,10.453,0.419
rgcca,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.8,0.833,0.667,0.667,1.0,0.8,0.708,7.209,0.667
rgcca,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.7,0.625,1.0,0.55,0.25,0.4,0.667,10.813,0.408
rgcca,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.6,0.625,0.5,0.475,0.75,0.6,0.667,14.417,0.25
rgcca,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.6,0.6,0.667,0.567,0.4,0.5,0.44,14.417,0.218
rgcca,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.9,0.9,1.0,0.9,0.8,0.889,0.8,3.604,0.816
rgcca,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.3,0.3,0.25,0.45,0.2,0.222,0.2,25.231,-0.408
rgcca,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.7,0.7,1.0,0.7,0.4,0.571,0.88,10.813,0.5
rgcca,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.7,0.7,0.75,0.65,0.6,0.667,0.64,10.813,0.408
rgcca,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.6,0.625,0.5,0.475,0.75,0.6,0.708,14.417,0.25
rgcca,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.5,0.5,0.4,0.4,0.5,0.444,0.542,18.022,0.0
rgcca,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.6,0.6,0.6,0.56,0.6,0.6,0.64,14.417,0.2
rgcca,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.6,0.6,0.6,0.56,0.6,0.6,0.6,14.417,0.2
rgcca,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.7,0.7,0.667,0.633,0.8,0.727,0.72,10.813,0.408
rgcca,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.3,0.3,0.25,0.45,0.2,0.222,0.32,25.231,-0.408
rgcca,sim-data_strategy-mvn_n-50_p-1000_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.5,0.5,0.5,0.5,0.6,0.545,0.6,18.022,0.0
rgcca,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.3,0.292,0.4,0.533,0.333,0.364,0.208,25.231,-0.408
rgcca,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.9,0.875,0.857,0.857,1.0,0.923,0.958,3.604,0.802
rgcca,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.6,0.5,0.6,0.6,1.0,0.75,0.833,14.417,0.0
rgcca,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.6,0.542,0.625,0.621,0.833,0.714,0.542,14.417,0.102
rgcca,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.6,0.429,0.667,0.671,0.857,0.75,0.333,14.417,-0.218
rgcca,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.7,0.667,0.714,0.695,0.833,0.769,0.583,10.813,0.356
rgcca,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.5,0.417,0.556,0.563,0.833,0.667,0.125,18.022,-0.272
rgcca,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.6,0.5,0.6,0.6,1.0,0.75,0.5,14.417,0.0
rgcca,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.5,0.357,0.625,0.646,0.714,0.667,0.476,18.022,-0.327
rgcca,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.7,0.5,0.7,0.7,1.0,0.824,0.476,10.813,0.0
rgcca,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.3,0.375,0.0,0.6,0.0,0.0,0.5,25.231,-0.408
rgcca,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.6,0.583,0.667,0.644,0.667,0.667,0.667,14.417,0.167
rgcca,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.5,0.417,0.556,0.563,0.833,0.667,0.396,18.022,-0.272
rgcca,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.5,0.458,0.571,0.581,0.667,0.615,0.688,18.022,-0.089
rgcca,sim-data_strategy-mvn_n-50_p-2500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
rgcca,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.6,0.6,0.571,0.557,0.8,0.667,0.42,14.417,0.218
rgcca,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.3,0.3,0.333,0.433,0.4,0.364,0.24,25.231,-0.408
rgcca,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.7,0.7,0.75,0.65,0.6,0.667,0.64,10.813,0.408
rgcca,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.3,0.3,0.25,0.45,0.2,0.222,0.28,25.231,-0.408
rgcca,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-3_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.5,0.542,0.429,0.421,0.75,0.545,0.583,18.022,0.089
rgcca,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.3,0.333,0.333,0.556,0.167,0.222,0.25,25.231,-0.356
rgcca,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.4,0.4,0.4,0.46,0.4,0.4,0.44,21.626,-0.2
rgcca,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.6,0.6,0.6,0.56,0.6,0.6,0.68,14.417,0.2
rgcca,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.4,0.4,0.429,0.457,0.6,0.5,0.52,21.626,-0.218
rgcca,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-4_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.6,0.6,0.667,0.567,0.4,0.5,0.52,14.417,0.218
rgcca,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_1,0.5,0.417,0.0,0.4,0.0,0.0,0.521,18.022,-0.272
rgcca,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_2,0.8,0.792,0.75,0.662,0.75,0.75,0.958,7.209,0.583
rgcca,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_3,0.6,0.6,0.6,0.56,0.6,0.6,0.6,14.417,0.2
rgcca,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_4,0.5,0.5,0.5,0.5,0.2,0.286,0.56,18.022,0.0
rgcca,sim-data_strategy-mvn_n-50_p-500_sigma-39_j-5_latp-30_sy-1_sp-3_ustd-1_fctstr-7,fold_5,0.5,0.5,0.5,0.5,0.6,0.545,0.64,18.022,0.0
rgcca,tcga-blca,fold_1,0.75,0.708,0.809,0.786,0.826,0.817,0.762,9.011,0.422
rgcca,tcga-blca,fold_2,0.731,0.636,0.759,0.751,0.891,0.82,0.711,9.683,0.319
rgcca,tcga-blca,fold_3,0.731,0.662,0.78,0.766,0.848,0.812,0.695,9.683,0.345
rgcca,tcga-blca,fold_4,0.746,0.699,0.809,0.787,0.826,0.817,0.729,9.145,0.403
rgcca,tcga-blca,fold_5,0.806,0.69,0.78,0.78,1.0,0.876,0.812,6.994,0.545
rgcca,tcga-brca,fold_1,0.545,0.455,0.25,0.349,0.125,0.167,0.487,16.383,-0.111
rgcca,tcga-brca,fold_2,0.409,0.348,0.143,0.336,0.125,0.133,0.272,21.299,-0.314
rgcca,tcga-brca,fold_3,0.773,0.688,1.0,0.602,0.375,0.545,0.768,8.192,0.526
rgcca,tcga-brca,fold_4,0.636,0.58,0.5,0.415,0.375,0.429,0.616,13.107,0.174
rgcca,tcga-brca,fold_5,0.619,0.571,0.429,0.374,0.429,0.429,0.577,13.731,0.143
rgcca,tcga-kipan,fold_1,0.76,0.76,0.769,0.712,0.769,0.769,0.917,8.65,0.519
rgcca,tcga-kipan,fold_2,0.84,0.837,0.8,0.778,0.923,0.857,0.865,5.767,0.686
rgcca,tcga-kipan,fold_3,0.72,0.728,0.875,0.711,0.538,0.667,0.673,10.092,0.487
rgcca,tcga-kipan,fold_4,0.458,0.465,0.5,0.526,0.385,0.435,0.594,19.524,-0.071
rgcca,tcga-kipan,fold_5,0.542,0.542,0.533,0.522,0.667,0.593,0.646,16.52,0.086
rgcca,tcga-thca,fold_1,0.773,0.681,0.75,0.503,0.429,0.545,0.771,8.192,0.437
rgcca,tcga-thca,fold_2,0.773,0.681,0.75,0.503,0.429,0.545,0.646,8.192,0.437
rgcca,tcga-thca,fold_3,0.744,0.644,0.714,0.464,0.357,0.476,0.626,9.22,0.366
rgcca,tcga-thca,fold_4,0.721,0.627,0.625,0.433,0.357,0.455,0.746,10.059,0.305
rgcca,tcga-thca,fold_5,0.721,0.626,0.556,0.4,0.385,0.455,0.654,10.059,0.284
sgcca,GSE71669,fold_1,0.857,0.833,1.0,0.81,0.667,0.8,1.0,5.149,0.73
sgcca,GSE71669,fold_2,0.429,0.417,0.333,0.397,0.333,0.333,0.417,20.596,-0.167
sgcca,GSE71669,fold_3,0.429,0.417,0.333,0.397,0.333,0.333,0.5,20.596,-0.167
sgcca,GSE71669,fold_4,0.667,0.75,0.5,0.5,1.0,0.667,1.0,12.015,0.5
sgcca,GSE71669,fold_5,0.833,0.833,1.0,0.833,0.667,0.8,0.889,6.007,0.707
sgcca,rosmap,fold_1,0.732,0.731,0.737,0.684,0.757,0.747,0.779,9.645,0.463
sgcca,rosmap,fold_2,0.614,0.612,0.61,0.581,0.694,0.649,0.682,13.903,0.227
sgcca,rosmap,fold_3,0.657,0.657,0.667,0.616,0.667,0.667,0.704,12.358,0.314
sgcca,rosmap,fold_4,0.643,0.642,0.649,0.604,0.667,0.658,0.759,12.873,0.285
sgcca,rosmap,fold_5,0.743,0.744,0.771,0.706,0.73,0.75,0.773,9.268,0.487
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_1,0.6,0.6,0.667,0.567,0.4,0.5,0.685,14.417,0.218
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_2,0.5,0.5,0.5,0.5,0.5,0.5,0.53,18.022,0.0
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_3,0.55,0.55,0.545,0.527,0.6,0.571,0.54,16.22,0.101
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_4,0.5,0.5,0.5,0.5,0.5,0.5,0.51,18.022,0.0
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_5,0.6,0.6,0.6,0.56,0.6,0.6,0.62,14.417,0.2
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_1,0.7,0.7,0.75,0.65,0.6,0.667,0.66,10.813,0.408
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_2,0.65,0.65,0.8,0.62,0.4,0.533,0.585,12.615,0.346
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_3,0.65,0.65,0.6,0.59,0.9,0.72,0.68,12.615,0.346
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_4,0.6,0.6,0.571,0.557,0.8,0.667,0.52,14.417,0.218
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_5,0.8,0.8,0.714,0.714,1.0,0.833,0.88,7.209,0.655
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_1,0.45,0.45,0.429,0.479,0.3,0.353,0.555,19.824,-0.105
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_2,0.45,0.45,0.455,0.477,0.5,0.476,0.45,19.824,-0.101
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_3,0.45,0.45,0.455,0.477,0.5,0.476,0.5,19.824,-0.101
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_4,0.6,0.6,0.667,0.567,0.4,0.5,0.615,14.417,0.218
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_5,0.5,0.5,0.5,0.5,0.5,0.5,0.52,18.022,0.0
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0,fold_1,0.5,0.5,0.5,0.5,0.6,0.545,0.555,18.022,0.0
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0,fold_2,0.45,0.45,0.455,0.477,0.5,0.476,0.36,19.824,-0.101
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0,fold_3,0.6,0.6,0.571,0.557,0.8,0.667,0.52,14.417,0.218
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0,fold_4,0.6,0.6,0.583,0.558,0.7,0.636,0.655,14.417,0.204
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0,fold_5,0.4,0.4,0.429,0.457,0.6,0.5,0.405,21.626,-0.218
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_1,0.45,0.45,0.429,0.479,0.3,0.353,0.485,19.824,-0.105
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_2,0.45,0.45,0.429,0.479,0.3,0.353,0.47,19.824,-0.105
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_3,0.55,0.55,0.556,0.528,0.5,0.526,0.545,16.22,0.101
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_4,0.55,0.55,0.556,0.528,0.5,0.526,0.575,16.22,0.101
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_5,0.55,0.55,0.571,0.529,0.4,0.471,0.57,16.22,0.105
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1,fold_1,0.5,0.5,0.5,0.5,0.5,0.5,0.485,18.022,0.0
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1,fold_2,0.45,0.45,0.462,0.477,0.6,0.522,0.4,19.824,-0.105
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1,fold_3,0.35,0.35,0.364,0.445,0.4,0.381,0.39,23.428,-0.302
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1,fold_4,0.5,0.5,0.5,0.5,0.4,0.444,0.49,18.022,0.0
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-0_e-1_sigma-def_corr-1,fold_5,0.45,0.45,0.429,0.479,0.3,0.353,0.45,19.824,-0.105
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0,fold_1,0.85,0.85,0.818,0.786,0.9,0.857,0.875,5.407,0.704
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0,fold_2,0.9,0.9,0.833,0.833,1.0,0.909,0.945,3.604,0.816
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0,fold_3,0.85,0.85,1.0,0.85,0.7,0.824,0.84,5.407,0.734
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0,fold_4,0.85,0.85,1.0,0.85,0.7,0.824,0.85,5.407,0.734
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0,fold_5,0.65,0.65,0.8,0.62,0.4,0.533,0.715,12.615,0.346
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_1,0.7,0.7,0.643,0.629,0.9,0.75,0.765,10.813,0.436
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_2,0.65,0.65,0.6,0.59,0.9,0.72,0.695,12.615,0.346
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_3,0.9,0.9,1.0,0.9,0.8,0.889,0.95,3.604,0.816
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_4,0.9,0.9,1.0,0.9,0.8,0.889,0.945,3.604,0.816
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-0.5,fold_5,0.7,0.7,0.75,0.65,0.6,0.667,0.69,10.813,0.408
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-1,fold_1,0.95,0.95,1.0,0.95,0.9,0.947,0.94,1.802,0.905
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-1,fold_2,0.85,0.85,0.818,0.786,0.9,0.857,0.96,5.407,0.704
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-1,fold_3,0.95,0.95,1.0,0.95,0.9,0.947,1.0,1.802,0.905
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-1,fold_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
sgcca,sim-data_strategy-intersim_n-100_H-200_effect-1_e-1_sigma-def_corr-1,fold_5,0.8,0.8,0.875,0.762,0.7,0.778,0.87,7.209,0.612
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_1,0.64,0.64,0.635,0.589,0.66,0.647,0.706,12.976,0.28
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_2,0.71,0.71,0.714,0.65,0.7,0.707,0.788,10.453,0.42
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_3,0.69,0.69,0.702,0.633,0.66,0.68,0.782,11.174,0.381
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_4,0.6,0.6,0.6,0.56,0.6,0.6,0.663,14.417,0.2
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0,fold_5,0.59,0.59,0.615,0.555,0.48,0.539,0.711,14.778,0.185
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_1,0.66,0.66,0.667,0.607,0.64,0.653,0.727,12.255,0.32
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_2,0.56,0.56,0.55,0.533,0.66,0.6,0.608,15.859,0.122
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_3,0.63,0.63,0.651,0.585,0.56,0.602,0.678,13.336,0.263
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_4,0.65,0.65,0.667,0.6,0.6,0.632,0.687,12.615,0.302
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-0.5,fold_5,0.7,0.7,0.7,0.64,0.7,0.7,0.777,10.813,0.4
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_1,0.67,0.67,0.66,0.612,0.7,0.68,0.733,11.894,0.341
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_2,0.74,0.74,0.786,0.689,0.66,0.717,0.794,9.371,0.486
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_3,0.7,0.7,0.685,0.637,0.74,0.712,0.745,10.813,0.401
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_4,0.6,0.6,0.609,0.561,0.56,0.583,0.707,14.417,0.201
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0.5_e-1_sigma-def_corr-1,fold_5,0.7,0.7,0.7,0.64,0.7,0.7,0.777,10.813,0.4
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0,fold_1,0.51,0.51,0.509,0.505,0.54,0.524,0.528,17.661,0.02
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0,fold_2,0.46,0.46,0.464,0.481,0.52,0.491,0.521,19.464,-0.081
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0,fold_3,0.49,0.49,0.486,0.495,0.36,0.414,0.522,18.382,-0.021
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0,fold_4,0.57,0.57,0.564,0.539,0.62,0.59,0.627,15.499,0.141
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0,fold_5,0.51,0.51,0.511,0.505,0.46,0.484,0.53,17.661,0.02
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_1,0.52,0.52,0.52,0.51,0.52,0.52,0.523,17.301,0.04
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_2,0.57,0.57,0.578,0.54,0.52,0.547,0.616,15.499,0.141
sgcca,sim-data_strategy-intersim_n-500_H-200_effect-0_e-1_sigma-def_corr-0.5,fold_3,0.57,0.57,0.578,0.54,0.52,0.547,0.576,15.499,0.141
